concentration,electric_field,gap_mm,pressure,npe,ne,ni,ne_std,ni_std,n_entries,Ar_1s2_1s3,ErrAr_1s2_1s3
0.1,180.8,0.05,10.0,100.0,92.45,91.68,83.18087569151986,83.38942112495778,100,33123.0,181.99725272651781
0.2,181.7,0.05,10.0,100.0,103.7,103.25,88.93812399072684,89.43621111488265,100,37445.0,193.5071058126807
0.5,184.5,0.05,10.0,100.0,124.21,124.77,103.02978827857152,103.97142721328623,100,42697.0,206.6325240614362
1.0,182.3,0.05,10.0,100.0,71.34,72.24,60.010642153847776,61.370232642099815,100,26475.0,162.7114009527298
2.0,187.0,0.05,10.0,100.0,85.76,89.52,86.4081365416826,90.4788026963981,100,29936.0,173.02023003105734
5.0,202.0,0.05,10.0,100.0,105.93,116.66,105.61367134873012,116.73809242154948,100,32020.0,178.94133116750865
20.0,248.3,0.05,10.0,100.0,87.1,118.52,103.70027711991648,139.75429232128158,100,18792.0,137.08391590555036
50.0,314.6,0.05,10.0,100.0,79.9,142.02,120.85532715197166,209.41660088749583,100,9932.0,99.65942002640794
100.0,400.2,0.05,10.0,100.0,129.15,257.92,171.04730133191023,336.03753638334194,100,0.0,0.0
